,Country,year,life_expectancy
28791,Uzbekistan,1953,56.3
28792,Vanuatu,1953,45.3
28793,Venezuela,1953,56.9
28794,Vietnam,1953,49.6
28795,Yemen,1953,26.2
28796,Zambia,1953,47.0
28797,Zimbabwe,1953,50.7
28798,Afghanistan,1954,34.4
28799,Albania,1954,56.5
28800,Algeria,1954,48.6
28801,Andorra,1954,
28802,Angola,1954,38.7
28803,Antigua and Barbuda,1954,60.0
28804,Argentina,1954,62.5
28805,Armenia,1954,59.9
28806,Australia,1954,70.2
28807,Austria,1954,67.3
28808,Azerbaijan,1954,55.7
28809,Bahamas,1954,59.8
28810,Bahrain,1954,45.2
28811,Bangladesh,1954,41.3
28812,Barbados,1954,61.1
28813,Belarus,1954,65.5
28814,Belgium,1954,68.6
28815,Belize,1954,57.4
28816,Benin,1954,37.8
28817,Bhutan,1954,38.1
28818,Bolivia,1954,44.2
28819,Bosnia and Herzegovina,1954,55.5
28820,Botswana,1954,49.6
28821,Brazil,1954,53.6
28822,Brunei,1954,57.5
28823,Bulgaria,1954,64.2
28824,Burkina Faso,1954,35.3
28825,Burundi,1954,40.1
28826,Cambodia,1954,43.0
28827,Cameroon,1954,43.1
28828,Canada,1954,70.1
28829,Cape Verde,1954,52.4
28830,Central African Republic,1954,38.4
28831,Chad,1954,42.3
28832,Chile,1954,56.2
28833,China,1954,45.5
28834,Colombia,1954,55.9
28835,Comoros,1954,43.7
28836,"Congo, Dem. Rep.",1954,44.4
28837,"Congo, Rep.",1954,41.1
28838,Costa Rica,1954,59.7
28839,Cote d'Ivoire,1954,37.5
28840,Croatia,1954,61.7
28841,Cuba,1954,61.9
28842,Cyprus,1954,65.6
28843,Czech Republic,1954,68.2
28844,Denmark,1954,71.3
28845,Djibouti,1954,49.1
28846,Dominica,1954,
28847,Dominican Republic,1954,51.6
28848,Ecuador,1954,53.0
28849,Egypt,1954,42.6
28850,El Salvador,1954,48.0
28851,Equatorial Guinea,1954,38.2
28852,Eritrea,1954,39.7
28853,Estonia,1954,64.8
28854,Ethiopia,1954,35.3
28855,Fiji,1954,56.5
28856,Finland,1954,67.3
28857,France,1954,68.5
28858,Gabon,1954,41.4
28859,Gambia,1954,42.4
28860,Georgia,1954,58.8
28861,Germany,1954,67.9
28862,Ghana,1954,47.3
28863,Greece,1954,68.0
28864,Grenada,1954,59.8
28865,Guatemala,1954,41.7
28866,Guinea,1954,40.0
28867,Guinea-Bissau,1954,37.3
28868,Guyana,1954,58.5
28869,Haiti,1954,37.5
28870,Honduras,1954,45.8
28871,Hungary,1954,65.4
28872,Iceland,1954,73.5
28873,India,1954,37.3
28874,Indonesia,1954,40.5
28875,Iran,1954,44.7
28876,Iraq,1954,41.6
28877,Ireland,1954,68.3
28878,Israel,1954,65.0
28879,Italy,1954,67.8
28880,Jamaica,1954,60.3
28881,Japan,1954,64.8
28882,Jordan,1954,49.1
28883,Kazakhstan,1954,56.7
28884,Kenya,1954,46.8
28885,Kiribati,1954,46.7
28886,Kuwait,1954,57.5
28887,Kyrgyz Republic,1954,52.8
28888,Lao,1954,38.3
28889,Latvia,1954,64.2
28890,Lebanon,1954,61.5
28891,Lesotho,1954,48.0
28892,Liberia,1954,39.4
28893,Libya,1954,42.0
28894,Lithuania,1954,65.8
28895,Luxembourg,1954,66.8
28896,"Macedonia, FYR",1954,57.1
28897,Madagascar,1954,41.2
28898,Malawi,1954,38.7
28899,Malaysia,1954,55.9
28900,Maldives,1954,30.2
28901,Mali,1954,32.6
28902,Malta,1954,65.3
28903,Marshall Islands,1954,
28904,Mauritania,1954,42.9
28905,Mauritius,1954,50.2
28906,Mexico,1954,52.8
28907,"Micronesia, Fed. Sts.",1954,53.8
28908,Moldova,1954,57.8
28909,Mongolia,1954,43.2
28910,Montenegro,1954,62.2
28911,Morocco,1954,48.2
28912,Mozambique,1954,37.8
28913,Myanmar,1954,36.4
28914,Namibia,1954,46.8
28915,Nepal,1954,40.7
28916,Netherlands,1954,72.5
28917,New Zealand,1954,70.5
28918,Nicaragua,1954,46.4
28919,Niger,1954,41.0
28920,Nigeria,1954,44.8
28921,North Korea,1954,47.6
28922,Norway,1954,73.2
28923,Oman,1954,37.7
28924,Pakistan,1954,42.3
28925,Palestine,1954,51.7
28926,Panama,1954,59.7
28927,Papua New Guinea,1954,40.6
28928,Paraguay,1954,66.1
28929,Peru,1954,40.4
28930,Philippines,1954,57.6
28931,Poland,1954,62.9
28932,Portugal,1954,62.4
28933,Qatar,1954,55.8
28934,Romania,1954,61.5
28935,Russia,1954,60.6
28936,Rwanda,1954,42.1
28937,Samoa,1954,54.1
28938,Sao Tome and Principe,1954,48.9
28939,Saudi Arabia,1954,50.7
28940,Senegal,1954,42.6
28941,Serbia,1954,61.5
28942,Seychelles,1954,57.9
28943,Sierra Leone,1954,36.9
28944,Singapore,1954,62.0
28945,Slovak Republic,1954,66.8
28946,Slovenia,1954,65.3
28947,Solomon Islands,1954,46.4
28948,Somalia,1954,40.9
28949,South Africa,1954,49.3
28950,South Korea,1954,48.5
28951,South Sudan,1954,37.7
28952,Spain,1954,66.8
28953,Sri Lanka,1954,56.5
28954,St. Lucia,1954,55.0
28955,St. Vincent and the Grenadines,1954,51.8
28956,Sudan,1954,45.6
28957,Suriname,1954,57.9
28958,Swaziland,1954,44.5
28959,Sweden,1954,72.2
28960,Switzerland,1954,69.9
28961,Syria,1954,53.4
28962,Tajikistan,1954,50.8
28963,Tanzania,1954,46.0
28964,Thailand,1954,54.3
28965,Timor-Leste,1954,33.6
28966,Togo,1954,39.8
28967,Tonga,1954,59.7
28968,Trinidad and Tobago,1954,59.0
28969,Tunisia,1954,43.4
28970,Turkey,1954,44.9
28971,Turkmenistan,1954,50.0
28972,Uganda,1954,41.8
28973,Ukraine,1954,63.1
28974,United Arab Emirates,1954,47.9
28975,United Kingdom,1954,70.1
28976,United States,1954,69.5
28977,Uruguay,1954,66.3
28978,Uzbekistan,1954,56.7
28979,Vanuatu,1954,46.0
28980,Venezuela,1954,57.5
28981,Vietnam,1954,50.3
28982,Yemen,1954,27.1
28983,Zambia,1954,47.5
28984,Zimbabwe,1954,51.2
28985,Afghanistan,1955,35.1
28986,Albania,1955,57.3
28987,Algeria,1955,49.2
28988,Andorra,1955,
28989,Angola,1955,39.3
28990,Antigua and Barbuda,1955,60.5
28991,Argentina,1955,62.9
28992,Armenia,1955,60.3
28993,Australia,1955,70.5
28994,Austria,1955,67.5
28995,Azerbaijan,1955,56.0
28996,Bahamas,1955,60.2
28997,Bahrain,1955,46.3
28998,Bangladesh,1955,41.7
28999,Barbados,1955,61.7
29000,Belarus,1955,65.8
29001,Belgium,1955,68.6
29002,Belize,1955,58.0
29003,Benin,1955,38.3
29004,Bhutan,1955,38.7
29005,Bolivia,1955,44.5
29006,Bosnia and Herzegovina,1955,56.5
29007,Botswana,1955,50.0
29008,Brazil,1955,54.2
29009,Brunei,1955,58.1
29010,Bulgaria,1955,64.6
29011,Burkina Faso,1955,35.8
29012,Burundi,1955,40.4
29013,Cambodia,1955,43.2
29014,Cameroon,1955,43.5
29015,Canada,1955,70.1
29016,Cape Verde,1955,52.6
29017,Central African Republic,1955,38.9
29018,Chad,1955,42.6
29019,Chile,1955,56.5
29020,China,1955,47.0
29021,Colombia,1955,57.0
29022,Comoros,1955,44.1
29023,"Congo, Dem. Rep.",1955,44.8
29024,"Congo, Rep.",1955,41.8
29025,Costa Rica,1955,60.3
29026,Cote d'Ivoire,1955,38.3
29027,Croatia,1955,62.1
29028,Cuba,1955,62.5
29029,Cyprus,1955,66.0
29030,Czech Republic,1955,69.1
29031,Denmark,1955,71.9
29032,Djibouti,1955,49.6
29033,Dominica,1955,
29034,Dominican Republic,1955,52.5
29035,Ecuador,1955,53.7
29036,Egypt,1955,43.7
29037,El Salvador,1955,48.9
29038,Equatorial Guinea,1955,38.6
29039,Eritrea,1955,40.0
29040,Estonia,1955,65.5
29041,Ethiopia,1955,35.8
29042,Fiji,1955,57.0
29043,Finland,1955,67.1
29044,France,1955,68.7
29045,Gabon,1955,41.9
29046,Gambia,1955,42.8
29047,Georgia,1955,59.2
29048,Germany,1955,68.2
29049,Ghana,1955,47.9
29050,Greece,1955,68.3
29051,Grenada,1955,60.4
29052,Guatemala,1955,42.1
29053,Guinea,1955,40.4
29054,Guinea-Bissau,1955,37.6
29055,Guyana,1955,58.7
29056,Haiti,1955,38.0
29057,Honduras,1955,46.5
29058,Hungary,1955,66.8
29059,Iceland,1955,73.4
29060,India,1955,38.0
29061,Indonesia,1955,41.4
29062,Iran,1955,45.4
29063,Iraq,1955,43.0
29064,Ireland,1955,68.3
29065,Israel,1955,65.5
29066,Italy,1955,68.2
29067,Jamaica,1955,61.1
29068,Japan,1955,65.9
29069,Jordan,1955,50.0
29070,Kazakhstan,1955,57.1
29071,Kenya,1955,47.4
29072,Kiribati,1955,47.2
29073,Kuwait,1955,58.6
29074,Kyrgyz Republic,1955,53.3
29075,Lao,1955,38.5
29076,Latvia,1955,65.3
29077,Lebanon,1955,61.9
29078,Lesotho,1955,48.8
29079,Liberia,1955,39.7
29080,Libya,1955,42.5
29081,Lithuania,1955,66.4
29082,Luxembourg,1955,67.1
29083,"Macedonia, FYR",1955,57.9
29084,Madagascar,1955,41.8
29085,Malawi,1955,39.0
29086,Malaysia,1955,56.5
29087,Maldives,1955,30.4
29088,Mali,1955,32.9
29089,Malta,1955,65.4
29090,Marshall Islands,1955,
29091,Mauritania,1955,43.6
29092,Mauritius,1955,51.3
29093,Mexico,1955,53.8
29094,"Micronesia, Fed. Sts.",1955,54.2
29095,Moldova,1955,58.1
29096,Mongolia,1955,43.8
29097,Montenegro,1955,62.7
29098,Morocco,1955,48.6
29099,Mozambique,1955,38.4
29100,Myanmar,1955,37.4
29101,Namibia,1955,47.6
29102,Nepal,1955,41.2
29103,Netherlands,1955,72.6
29104,New Zealand,1955,70.7
29105,Nicaragua,1955,47.1
29106,Niger,1955,41.1
29107,Nigeria,1955,45.5
29108,North Korea,1955,52.1
29109,Norway,1955,73.4
29110,Oman,1955,38.6
29111,Pakistan,1955,43.5
29112,Palestine,1955,52.1
29113,Panama,1955,60.3
29114,Papua New Guinea,1955,41.2
29115,Paraguay,1955,66.2
29116,Peru,1955,40.8
29117,Philippines,1955,58.0
29118,Poland,1955,63.8
29119,Portugal,1955,61.6
29120,Qatar,1955,56.6
29121,Romania,1955,62.0
29122,Russia,1955,63.0
29123,Rwanda,1955,42.5
29124,Samoa,1955,54.8
29125,Sao Tome and Principe,1955,49.5
29126,Saudi Arabia,1955,51.4
29127,Senegal,1955,43.2
29128,Serbia,1955,62.0
29129,Seychelles,1955,58.1
29130,Sierra Leone,1955,37.2
29131,Singapore,1955,62.8
29132,Slovak Republic,1955,67.9
29133,Slovenia,1955,65.7
29134,Solomon Islands,1955,46.9
29135,Somalia,1955,41.4
29136,South Africa,1955,50.0
29137,South Korea,1955,50.1
29138,South Sudan,1955,38.6
29139,Spain,1955,66.5
29140,Sri Lanka,1955,57.3
29141,St. Lucia,1955,55.5
29142,St. Vincent and the Grenadines,1955,52.6
29143,Sudan,1955,46.1
29144,Suriname,1955,58.5
29145,Swaziland,1955,45.0
29146,Sweden,1955,72.5
29147,Switzerland,1955,70.0
29148,Syria,1955,54.1
29149,Tajikistan,1955,51.1
29150,Tanzania,1955,46.5
29151,Thailand,1955,54.8
29152,Timor-Leste,1955,34.1
29153,Togo,1955,40.6
29154,Tonga,1955,60.0
29155,Trinidad and Tobago,1955,59.6
29156,Tunisia,1955,43.8
29157,Turkey,1955,45.5
29158,Turkmenistan,1955,50.4
29159,Uganda,1955,42.4
29160,Ukraine,1955,64.9
29161,United Arab Emirates,1955,49.1
29162,United Kingdom,1955,70.1
29163,United States,1955,69.6
29164,Uruguay,1955,66.5
29165,Uzbekistan,1955,57.1
29166,Vanuatu,1955,46.7
29167,Venezuela,1955,58.0
29168,Vietnam,1955,51.0
29169,Yemen,1955,28.1
29170,Zambia,1955,48.0
29171,Zimbabwe,1955,51.6
29172,Afghanistan,1956,35.8
29173,Albania,1956,58.3
29174,Algeria,1956,49.7
29175,Andorra,1956,
29176,Angola,1956,39.9
29177,Antigua and Barbuda,1956,61.0
29178,Argentina,1956,63.2
29179,Armenia,1956,60.6
29180,Australia,1956,70.4
29181,Austria,1956,67.7
29182,Azerbaijan,1956,56.4
29183,Bahamas,1956,60.5
29184,Bahrain,1956,47.5
29185,Bangladesh,1956,42.0
29186,Barbados,1956,62.3
29187,Belarus,1956,66.2
29188,Belgium,1956,68.8
29189,Belize,1956,58.5
29190,Benin,1956,38.9
29191,Bhutan,1956,39.3
29192,Bolivia,1956,44.9
29193,Bosnia and Herzegovina,1956,57.4
29194,Botswana,1956,50.5
29195,Brazil,1956,54.7
29196,Brunei,1956,58.7
29197,Bulgaria,1956,65.0
29198,Burkina Faso,1956,36.4
29199,Burundi,1956,40.8
29200,Cambodia,1956,43.4
29201,Cameroon,1956,44.0
29202,Canada,1956,70.1
29203,Cape Verde,1956,52.8
29204,Central African Republic,1956,39.4
29205,Chad,1956,43.0
29206,Chile,1956,56.8
29207,China,1956,49.3
29208,Colombia,1956,57.9
29209,Comoros,1956,44.5
29210,"Congo, Dem. Rep.",1956,45.2
29211,"Congo, Rep.",1956,42.4
29212,Costa Rica,1956,60.9
29213,Cote d'Ivoire,1956,39.0
29214,Croatia,1956,62.6
29215,Cuba,1956,63.1
29216,Cyprus,1956,66.3
29217,Czech Republic,1956,69.5
29218,Denmark,1956,72.0
29219,Djibouti,1956,50.2
29220,Dominica,1956,
29221,Dominican Republic,1956,53.4
29222,Ecuador,1956,54.5
29223,Egypt,1956,44.6
29224,El Salvador,1956,49.8
29225,Equatorial Guinea,1956,39.0
29226,Eritrea,1956,40.3
29227,Estonia,1956,67.2
29228,Ethiopia,1956,36.4
29229,Fiji,1956,57.6
29230,Finland,1956,67.7
29231,France,1956,68.8
29232,Gabon,1956,42.3
29233,Gambia,1956,43.3
29234,Georgia,1956,59.5
29235,Germany,1956,68.5
29236,Ghana,1956,48.5
29237,Greece,1956,68.7
29238,Grenada,1956,60.9
29239,Guatemala,1956,42.6
29240,Guinea,1956,40.7
29241,Guinea-Bissau,1956,37.9
29242,Guyana,1956,58.8
29243,Haiti,1956,38.6
29244,Honduras,1956,47.1
29245,Hungary,1956,66.0
29246,Iceland,1956,73.1
29247,India,1956,38.7
29248,Indonesia,1956,42.3
29249,Iran,1956,46.0
29250,Iraq,1956,44.5
29251,Ireland,1956,69.2
29252,Israel,1956,65.9
29253,Italy,1956,67.5
29254,Jamaica,1956,61.9
29255,Japan,1956,65.8
29256,Jordan,1956,50.9
29257,Kazakhstan,1956,57.6
29258,Kenya,1956,48.0
29259,Kiribati,1956,47.7
29260,Kuwait,1956,59.6
29261,Kyrgyz Republic,1956,53.7
29262,Lao,1956,38.8
29263,Latvia,1956,66.3
29264,Lebanon,1956,62.3
29265,Lesotho,1956,49.5
29266,Liberia,1956,40.0
29267,Libya,1956,43.4
29268,Lithuania,1956,67.0
29269,Luxembourg,1956,67.4
29270,"Macedonia, FYR",1956,58.7
29271,Madagascar,1956,42.4
29272,Malawi,1956,39.2
29273,Malaysia,1956,57.1
29274,Maldives,1956,30.7
29275,Mali,1956,33.2
29276,Malta,1956,65.7
29277,Marshall Islands,1956,
29278,Mauritania,1956,44.4
29279,Mauritius,1956,52.4
29280,Mexico,1956,54.7
29281,"Micronesia, Fed. Sts.",1956,54.6
29282,Moldova,1956,58.5
29283,Mongolia,1956,44.4
29284,Montenegro,1956,63.3
29285,Morocco,1956,49.0
29286,Mozambique,1956,39.1
29287,Myanmar,1956,38.3
29288,Namibia,1956,48.4
29289,Nepal,1956,41.7
29290,Netherlands,1956,72.6
29291,New Zealand,1956,70.9
29292,Nicaragua,1956,47.8
29293,Niger,1956,41.3
29294,Nigeria,1956,46.1
29295,North Korea,1956,53.9
29296,Norway,1956,73.5
29297,Oman,1956,39.5
29298,Pakistan,1956,44.7
29299,Palestine,1956,52.5
29300,Panama,1956,60.8
29301,Papua New Guinea,1956,41.8
29302,Paraguay,1956,66.4
29303,Peru,1956,41.2
29304,Philippines,1956,58.4
29305,Poland,1956,64.7
29306,Portugal,1956,61.4
29307,Qatar,1956,57.3
29308,Romania,1956,62.6
29309,Russia,1956,64.5
29310,Rwanda,1956,42.8
29311,Samoa,1956,55.5
29312,Sao Tome and Principe,1956,50.0
29313,Saudi Arabia,1956,52.1
29314,Senegal,1956,43.8
29315,Serbia,1956,62.6
29316,Seychelles,1956,58.5
29317,Sierra Leone,1956,37.6
29318,Singapore,1956,63.6
29319,Slovak Republic,1956,68.5
29320,Slovenia,1956,66.1
29321,Solomon Islands,1956,47.4
29322,Somalia,1956,42.0
29323,South Africa,1956,50.6
29324,South Korea,1956,50.8
29325,South Sudan,1956,39.3
29326,Spain,1956,66.5
29327,Sri Lanka,1956,58.0
29328,St. Lucia,1956,56.2
29329,St. Vincent and the Grenadines,1956,53.5
29330,Sudan,1956,46.6
29331,Suriname,1956,59.0
29332,Swaziland,1956,45.4
29333,Sweden,1956,72.5
29334,Switzerland,1956,70.1
29335,Syria,1956,54.7
29336,Tajikistan,1956,51.5
29337,Tanzania,1956,46.9
29338,Thailand,1956,55.3
29339,Timor-Leste,1956,34.7
29340,Togo,1956,41.4
29341,Tonga,1956,60.4
29342,Trinidad and Tobago,1956,60.2
29343,Tunisia,1956,44.3
29344,Turkey,1956,46.1
29345,Turkmenistan,1956,50.8
29346,Uganda,1956,42.9
29347,Ukraine,1956,65.8
29348,United Arab Emirates,1956,50.3
29349,United Kingdom,1956,70.3
29350,United States,1956,69.7
29351,Uruguay,1956,66.7
29352,Uzbekistan,1956,57.6
29353,Vanuatu,1956,47.4
29354,Venezuela,1956,58.7
29355,Vietnam,1956,51.6
29356,Yemen,1956,29.1
29357,Zambia,1956,48.6
29358,Zimbabwe,1956,52.1
29359,Afghanistan,1957,36.5
29360,Albania,1957,59.3
29361,Algeria,1957,50.3
29362,Andorra,1957,
29363,Angola,1957,40.5
29364,Antigua and Barbuda,1957,61.5
29365,Argentina,1957,63.5
29366,Armenia,1957,60.9
29367,Australia,1957,70.7
29368,Austria,1957,67.4
29369,Azerbaijan,1957,56.7
29370,Bahamas,1957,60.9
29371,Bahrain,1957,48.8
29372,Bangladesh,1957,42.5
29373,Barbados,1957,62.9
29374,Belarus,1957,66.6
29375,Belgium,1957,69.2
29376,Belize,1957,59.1
29377,Benin,1957,39.5
29378,Bhutan,1957,39.9
29379,Bolivia,1957,45.3
29380,Bosnia and Herzegovina,1957,58.3
29381,Botswana,1957,50.9
29382,Brazil,1957,55.2
29383,Brunei,1957,59.3
29384,Bulgaria,1957,66.4
29385,Burkina Faso,1957,36.9
29386,Burundi,1957,41.1
29387,Cambodia,1957,43.5
29388,Cameroon,1957,44.5
29389,Canada,1957,70.0
29390,Cape Verde,1957,53.0
29391,Central African Republic,1957,39.9
29392,Chad,1957,43.4
29393,Chile,1957,57.1
29394,China,1957,49.4
29395,Colombia,1957,58.8
29396,Comoros,1957,44.9
29397,"Congo, Dem. Rep.",1957,45.5
29398,"Congo, Rep.",1957,43.1
29399,Costa Rica,1957,61.5
29400,Cote d'Ivoire,1957,39.9
29401,Croatia,1957,63.1
29402,Cuba,1957,63.7
29403,Cyprus,1957,66.7
29404,Czech Republic,1957,69.1
29405,Denmark,1957,71.8
29406,Djibouti,1957,50.8
29407,Dominica,1957,
29408,Dominican Republic,1957,54.3
29409,Ecuador,1957,55.2
29410,Egypt,1957,45.5
29411,El Salvador,1957,50.7
29412,Equatorial Guinea,1957,39.4
29413,Eritrea,1957,40.5
29414,Estonia,1957,67.6
29415,Ethiopia,1957,33.5
29416,Fiji,1957,58.2
29417,Finland,1957,67.2
29418,France,1957,69.2
29419,Gabon,1957,42.6
29420,Gambia,1957,43.7
29421,Georgia,1957,59.9
29422,Germany,1957,68.4
29423,Ghana,1957,49.1
29424,Greece,1957,69.1
29425,Grenada,1957,61.5
29426,Guatemala,1957,43.0
29427,Guinea,1957,41.1
29428,Guinea-Bissau,1957,38.2
29429,Guyana,1957,59.0
29430,Haiti,1957,39.2
29431,Honduras,1957,47.8
29432,Hungary,1957,66.3
29433,Iceland,1957,73.6
29434,India,1957,39.4
29435,Indonesia,1957,43.2
29436,Iran,1957,46.7
29437,Iraq,1957,45.9
29438,Ireland,1957,69.3
29439,Israel,1957,66.3
29440,Italy,1957,67.7
29441,Jamaica,1957,62.7
29442,Japan,1957,65.7
29443,Jordan,1957,51.7
29444,Kazakhstan,1957,58.1
29445,Kenya,1957,48.7
29446,Kiribati,1957,48.2
29447,Kuwait,1957,60.5
29448,Kyrgyz Republic,1957,54.1
29449,Lao,1957,39.0
29450,Latvia,1957,67.1
29451,Lebanon,1957,62.7
29452,Lesotho,1957,50.3
29453,Liberia,1957,40.3
29454,Libya,1957,44.5
29455,Lithuania,1957,67.6
29456,Luxembourg,1957,67.7
29457,"Macedonia, FYR",1957,59.5
29458,Madagascar,1957,43.0
29459,Malawi,1957,39.5
29460,Malaysia,1957,57.8
29461,Maldives,1957,31.0
29462,Mali,1957,33.4
29463,Malta,1957,65.9
29464,Marshall Islands,1957,
29465,Mauritania,1957,45.1
29466,Mauritius,1957,53.5
29467,Mexico,1957,55.5
29468,"Micronesia, Fed. Sts.",1957,54.9
29469,Moldova,1957,58.8
29470,Mongolia,1957,45.2
29471,Montenegro,1957,63.9
29472,Morocco,1957,49.4
29473,Mozambique,1957,39.7
29474,Myanmar,1957,39.0
29475,Namibia,1957,49.2
29476,Nepal,1957,42.2
29477,Netherlands,1957,73.1
29478,New Zealand,1957,70.4
29479,Nicaragua,1957,48.6
29480,Niger,1957,41.5
29481,Nigeria,1957,46.8
29482,North Korea,1957,55.0
29483,Norway,1957,73.4
29484,Oman,1957,40.4
29485,Pakistan,1957,45.9
29486,Palestine,1957,53.0
29487,Panama,1957,61.4
29488,Papua New Guinea,1957,42.5
29489,Paraguay,1957,66.6
29490,Peru,1957,41.6
29491,Philippines,1957,58.7
29492,Poland,1957,65.4
29493,Portugal,1957,61.7
29494,Qatar,1957,58.1
29495,Romania,1957,63.3
29496,Russia,1957,63.6
29497,Rwanda,1957,43.1
29498,Samoa,1957,56.1
29499,Sao Tome and Principe,1957,50.6
29500,Saudi Arabia,1957,52.8
29501,Senegal,1957,44.3
29502,Serbia,1957,63.1
29503,Seychelles,1957,59.0
29504,Sierra Leone,1957,38.0
29505,Singapore,1957,64.3
29506,Slovak Republic,1957,67.5
29507,Slovenia,1957,66.5
29508,Solomon Islands,1957,47.9
29509,Somalia,1957,42.5
29510,South Africa,1957,51.2
29511,South Korea,1957,51.5
29512,South Sudan,1957,40.1
29513,Spain,1957,66.4
29514,Sri Lanka,1957,58.6
29515,St. Lucia,1957,56.9
29516,St. Vincent and the Grenadines,1957,54.5
29517,Sudan,1957,47.1
29518,Suriname,1957,59.5
29519,Swaziland,1957,45.8
29520,Sweden,1957,72.4
29521,Switzerland,1957,70.4
29522,Syria,1957,55.4
29523,Tajikistan,1957,51.9
29524,Tanzania,1957,47.3
29525,Thailand,1957,55.8
29526,Timor-Leste,1957,35.3
29527,Togo,1957,42.1
29528,Tonga,1957,60.8
29529,Trinidad and Tobago,1957,60.9
29530,Tunisia,1957,44.8
29531,Turkey,1957,46.8
29532,Turkmenistan,1957,51.2
29533,Uganda,1957,43.5
29534,Ukraine,1957,65.8
29535,United Arab Emirates,1957,51.5
29536,United Kingdom,1957,70.5
29537,United States,1957,69.4
29538,Uruguay,1957,67.0
29539,Uzbekistan,1957,58.0
29540,Vanuatu,1957,48.1
29541,Venezuela,1957,59.3
29542,Vietnam,1957,52.2
29543,Yemen,1957,30.1
29544,Zambia,1957,49.1
29545,Zimbabwe,1957,52.5
29546,Afghanistan,1958,37.2
29547,Albania,1958,60.4
29548,Algeria,1958,50.9
29549,Andorra,1958,
29550,Angola,1958,41.2
29551,Antigua and Barbuda,1958,62.0
29552,Argentina,1958,63.7
29553,Armenia,1958,61.3
29554,Australia,1958,71.2
29555,Austria,1958,68.4
29556,Azerbaijan,1958,57.1
29557,Bahamas,1958,61.3
29558,Bahrain,1958,50.1
29559,Bangladesh,1958,42.9
29560,Barbados,1958,63.4
29561,Belarus,1958,66.9
29562,Belgium,1958,69.9
29563,Belize,1958,59.6
29564,Benin,1958,40.0
29565,Bhutan,1958,40.5
29566,Bolivia,1958,45.6
29567,Bosnia and Herzegovina,1958,59.1
29568,Botswana,1958,51.3
29569,Brazil,1958,55.8
29570,Brunei,1958,59.9
29571,Bulgaria,1958,68.5
29572,Burkina Faso,1958,37.5
29573,Burundi,1958,41.4
29574,Cambodia,1958,43.6
29575,Cameroon,1958,45.0
29576,Canada,1958,70.7
29577,Cape Verde,1958,53.2
29578,Central African Republic,1958,40.4
29579,Chad,1958,43.8
29580,Chile,1958,57.5
29581,China,1958,49.0
29582,Colombia,1958,59.6
29583,Comoros,1958,45.4
29584,"Congo, Dem. Rep.",1958,45.9
29585,"Congo, Rep.",1958,43.7
29586,Costa Rica,1958,62.1
29587,Cote d'Ivoire,1958,40.7
29588,Croatia,1958,63.5
29589,Cuba,1958,64.4
29590,Cyprus,1958,67.0
29591,Czech Republic,1958,70.0
29592,Denmark,1958,72.2
29593,Djibouti,1958,51.4
29594,Dominica,1958,
29595,Dominican Republic,1958,55.2
29596,Ecuador,1958,56.0
29597,Egypt,1958,46.2
29598,El Salvador,1958,51.6
29599,Equatorial Guinea,1958,39.7
29600,Eritrea,1958,40.8
29601,Estonia,1958,68.1
29602,Ethiopia,1958,31.5
29603,Fiji,1958,58.7
29604,Finland,1958,68.4
29605,France,1958,70.4
29606,Gabon,1958,43.0
29607,Gambia,1958,44.2
29608,Georgia,1958,60.3
29609,Germany,1958,69.1
29610,Ghana,1958,49.6
29611,Greece,1958,69.5
29612,Grenada,1958,62.0
29613,Guatemala,1958,43.5
29614,Guinea,1958,41.5
29615,Guinea-Bissau,1958,38.4
29616,Guyana,1958,59.1
29617,Haiti,1958,39.8
29618,Honduras,1958,48.6
29619,Hungary,1958,67.3
29620,Iceland,1958,73.5
29621,India,1958,40.1
29622,Indonesia,1958,44.1
29623,Iran,1958,47.4
29624,Iraq,1958,47.2
29625,Ireland,1958,69.6
29626,Israel,1958,66.7
29627,Italy,1958,68.8
29628,Jamaica,1958,63.4
29629,Japan,1958,67.3
29630,Jordan,1958,52.6
29631,Kazakhstan,1958,58.5
29632,Kenya,1958,49.4
29633,Kiribati,1958,48.7
29634,Kuwait,1958,61.5
29635,Kyrgyz Republic,1958,54.6
29636,Lao,1958,39.3
29637,Latvia,1958,67.9
29638,Lebanon,1958,63.1
29639,Lesotho,1958,51.0
29640,Liberia,1958,40.6
29641,Libya,1958,46.0
29642,Lithuania,1958,68.2
29643,Luxembourg,1958,68.0
29644,"Macedonia, FYR",1958,60.2
29645,Madagascar,1958,43.6
29646,Malawi,1958,39.7
29647,Malaysia,1958,58.4
29648,Maldives,1958,31.4
29649,Mali,1958,33.6
29650,Malta,1958,66.2
29651,Marshall Islands,1958,
29652,Mauritania,1958,45.9
29653,Mauritius,1958,54.6
29654,Mexico,1958,56.3
29655,"Micronesia, Fed. Sts.",1958,55.3
29656,Moldova,1958,59.2
29657,Mongolia,1958,46.0
29658,Montenegro,1958,64.6
29659,Morocco,1958,49.8
29660,Mozambique,1958,40.4
29661,Myanmar,1958,39.6
29662,Namibia,1958,50.0
29663,Nepal,1958,42.8
29664,Netherlands,1958,73.3
29665,New Zealand,1958,71.1
29666,Nicaragua,1958,49.3
29667,Niger,1958,41.6
29668,Nigeria,1958,47.6
29669,North Korea,1958,55.8
29670,Norway,1958,73.4
29671,Oman,1958,41.2
29672,Pakistan,1958,47.0
29673,Palestine,1958,53.5
